shangpai_date,url,price,title,address,price_new,xingshi
2013-08,https://www.guazi.com/wh/54981dfa5bc43831x.htm,¥5.28            ,丰田雅力士 2011款 1.6E 自动魅动版,武汉,"
                            新车指导价10.30万(含税)
                    ",1.9万公里
2012-07,https://www.guazi.com/wh/33a6b1ec3ec96467x.htm,¥4.40            ,荣威550 2012款 550 1.8L 手动启悦版,武汉,"
                            新车指导价13.50万(含税)
                    ",8.3万公里
2011-05,https://www.guazi.com/wh/159ea1605365b67cx.htm,¥4.30            ,现代悦动 2010款 1.6L AT GLS,武汉,"
                            新车指导价13.00万(含税)
                    ",7.1万公里
2014-08,https://www.guazi.com/wh/f1a30b26a1de763dx.htm,¥7.80            ,起亚K3 2015款 1.6L 自动GL,武汉,"
                            新车指导价12.20万(含税)
                    ",4.08万公里
2012-06,https://www.guazi.com/wh/dc30c48d3fc003e2x.htm,¥4.10            ,比亚迪S6 2013款 白金版 2.0L 手动尊享型,武汉,"
                            新车指导价11.60万(含税)
                    ",10.58万公里
2015-05,https://www.guazi.com/wh/64c2269f946281edx.htm,¥7.60            ,荣威550 2014款 550S 1.8L 自动智选版,武汉,"
                            新车指导价14.10万(含税)
                    ",5万公里
2013-10,https://www.guazi.com/wh/637fbd2c26736a8bx.htm,¥5.50            ,雪铁龙世嘉 2013款 三厢 1.6L 手动品尚型,武汉,"
                            新车指导价11.70万(含税)
                    ",7.4万公里
2013-01,https://www.guazi.com/wh/a8d104887179e0a8x.htm,¥8.30            ,雪铁龙C4L 2013款 1.6THP 自动劲智版,武汉,"
                            新车指导价18.40万(含税)
                    ",5.53万公里
2013-10,https://www.guazi.com/wh/5a4b63257e96c5f8x.htm,¥2.70            ,长城C30 2013款 1.5L 手动豪华型,武汉,"
                            新车指导价7.30万(含税)
                    ",9.5万公里
2013-08,https://www.guazi.com/wh/90ff393cd83257e5x.htm,¥7.58            ,奔腾X80 2013款 2.0L 自动豪华型,武汉,"
                            新车指导价15.80万(含税)
                    ",3.48万公里
2016-05,https://www.guazi.com/wh/fed79f694eda88aex.htm,¥6.00            ,起亚K2 2015款 三厢 1.4L AT GLS,武汉,"
                            新车指导价9.30万(含税)
                    ",4.54万公里
2014-04,https://www.guazi.com/wh/dab49c62df27f65ax.htm,¥9.50            ,纳智捷大7 SUV 2013款 锋芒限量版 2.2T 四驱智尊型,武汉,"
                            新车指导价27.00万(含税)
                    ",4.48万公里
2013-09,https://www.guazi.com/wh/56689a45bcdaf432x.htm,¥7.80            ,大众速腾 2014款 1.6L 手动舒适型,武汉,"
                            新车指导价15.10万(含税)
                    ",2.9万公里
2014-10,https://www.guazi.com/wh/7b5cde3fdb25d8ccx.htm,¥8.20            ,起亚K3 2015款 1.6L 自动GLS,武汉,"
                            新车指导价13.50万(含税)
                    ",2.85万公里
2013-02,https://www.guazi.com/wh/6d7755a5a7c5c392x.htm,¥9.80            ,别克君威 2013款 1.6T 自动精英运动版,武汉,"
                            新车指导价22.80万(含税)
                    ",5.2万公里
2014-11,https://www.guazi.com/wh/aa97792369b2fdafx.htm,¥4.70            ,东风风行景逸S50 2014款 1.6L CVT尊享型,武汉,"
                            新车指导价9.50万(含税)
                    ",4.89万公里
2014-08,https://www.guazi.com/wh/d9de7059352b3f29x.htm,¥4.80            ,启辰D50 2012款 1.6L 手动舒适版,武汉,"
                            新车指导价7.40万(含税)
                    ",8.1万公里
2013-09,https://www.guazi.com/wh/f2797db079c99546x.htm,¥4.30            ,比亚迪S6 2013款 白金版 2.0L 手动豪华型,武汉,"
                            新车指导价8.70万(含税)
                    ",4.83万公里
2012-01,https://www.guazi.com/wh/f4ade04c0226ed9fx.htm,¥10.00            ,现代索纳塔八 2011款 2.0L 自动顶级版,武汉,"
                            新车指导价25.30万(含税)
                    ",12.2万公里
2014-11,https://www.guazi.com/wh/a9ae8e6a5283676cx.htm,¥7.60            ,别克英朗 2013款 GT 1.6L 自动时尚版,武汉,"
                            新车指导价16.60万(含税)
                    ",6.5万公里
2011-11,https://www.guazi.com/wh/dadd626a0fa6be0ex.htm,¥4.20            ,福特福克斯 2011款 两厢 1.8L 手动舒适型,武汉,"
                            新车指导价12.50万(含税)
                    ",5.28万公里
2014-06,https://www.guazi.com/wh/0ca9d52a63df07eax.htm,¥5.10            ,标致301 2014款 1.6L 自动舒适版,武汉,"
                            新车指导价10.30万(含税)
                    ",9.99万公里
2016-01,https://www.guazi.com/wh/c62f6dcfcded546fx.htm,¥4.90            ,东风风神A30 2014款 1.5L 手动智驱实尚型,武汉,"
                            新车指导价7.50万(含税)
                    ",5.13万公里
2014-11,https://www.guazi.com/wh/30d92da7673c5c88x.htm,¥7.00            ,Smartsmart fortwo 2012款 1.0 MHD 硬顶标准版,武汉,"
                            新车指导价12.50万(含税)
                    ",2.15万公里
2014-11,https://www.guazi.com/wh/356f817524f91712x.htm,¥6.90            ,福特福克斯 2015款 三厢 1.6L 手动舒适型,武汉,"
                            新车指导价12.40万(含税)
                    ",4.38万公里
2014-04,https://www.guazi.com/wh/a910daf1033d66f2x.htm,¥7.50            ,哈弗H6 2013款 运动版 1.5T 手动两驱尊贵型,武汉,"
                            新车指导价14.40万(含税)
                    ",5.8万公里
2012-02,https://www.guazi.com/wh/56feb4dcd1960311x.htm,¥4.30            ,雪铁龙世嘉 2011款 三厢 1.6L 自动舒适型,武汉,"
                            新车指导价14.20万(含税)
                    ",5.5万公里
2014-11,https://www.guazi.com/wh/d3a4b056739bb143x.htm,¥2.58            ,北汽威旺M20 2014款 1.5L舒适型BJ415B,武汉,"
                            新车指导价5.60万(含税)
                    ",7.99万公里
2012-08,https://www.guazi.com/wh/804087862efade89x.htm,¥2.70            ,东风风神S30 2012款 1.6L 手动尊雅型,武汉,"
                            新车指导价7.60万(含税)
                    ",3.8万公里
2014-09,https://www.guazi.com/wh/16b82c44a7b9f452x.htm,¥8.90            ,DS 5LS 2014款 1.6T 雅致版THP160,武汉,"
                            新车指导价20.10万(含税)
                    ",4.7万公里
2015-05,https://www.guazi.com/wh/1dcfc26f848d2206x.htm,¥6.20            ,标致308 2014款 乐享版 经典 1.6L 手动优尚型,武汉,"
                            新车指导价11.50万(含税)
                    ",2.1万公里
2015-02,https://www.guazi.com/wh/595cea9ca8d65c2fx.htm,¥8.30            ,斯柯达明锐 2015款 经典款 1.6L 自动逸杰版,武汉,"
                            新车指导价13.20万(含税)
                    ",1.02万公里
2014-10,https://www.guazi.com/wh/75f218bf47cc0f34x.htm,¥6.60            ,哈弗H6 2014款 升级版 1.5T 手动两驱精英型,武汉,"
                            新车指导价13.00万(含税)
                    ",3.8万公里
2014-04,https://www.guazi.com/wh/9b24158e42431f74x.htm,¥3.00            ,雪佛兰赛欧 2013款 三厢 1.2L 手动时尚幸福版,武汉,"
                            新车指导价6.40万(含税)
                    ",4.9万公里
2016-06,https://www.guazi.com/wh/bae39b8aeb379550x.htm,¥6.50            ,比亚迪宋 2016款 1.5TI 手动豪华型,武汉,"
                            新车指导价11.60万(含税)
                    ",3.9万公里
2011-10,https://www.guazi.com/wh/bac6ab1a82034689x.htm,¥4.00            ,别克凯越 2011款 1.6LX-AT,武汉,"
                            新车指导价11.40万(含税)
                    ",4.02万公里
2010-09,https://www.guazi.com/wh/7c8240fe59f01796x.htm,¥1.80            ,东风风神S30 2009款 1.6L 手动尊雅型,武汉,"
                            新车指导价8.20万(含税)
                    ",8.52万公里
2013-08,https://www.guazi.com/wh/7bc6e455954e9b07x.htm,¥4.98            ,荣威550 2012款 550 1.8L 手动超值版,武汉,"
                            新车指导价13.90万(含税)
                    ",5.08万公里
2012-05,https://www.guazi.com/wh/5ce3dba7ca312c4dx.htm,¥6.16            ,大众宝来 2012款 1.6L 自动舒适型,武汉,"
                            新车指导价14.20万(含税)
                    ",7.6万公里
2012-06,https://www.guazi.com/wh/5c00877b49edf46bx.htm,¥2.60            ,雪佛兰赛欧 2010款 三厢 1.4L 手动理想版,武汉,"
                            新车指导价7.00万(含税)
                    ",4.5万公里
2016-05,https://www.guazi.com/wh/f51279e4f7168750x.htm,¥5.20            ,东风风神A60 2016款 1.5L 手动尊贵型,武汉,"
                            新车指导价8.20万(含税)
                    ",6万公里
2014-09,https://www.guazi.com/wh/55348e523684c36fx.htm,¥5.80            ,雪佛兰科鲁兹 2012款 1.6L SE MT,武汉,"
                            新车指导价13.00万(含税)
                    ",6.1万公里
2012-07,https://www.guazi.com/wh/017b1ab70e946c5ex.htm,¥8.30            ,福特蒙迪欧 2011款 2.0L GTDi200时尚型,武汉,"
                            新车指导价21.70万(含税)
                    ",8.97万公里
2012-10,https://www.guazi.com/wh/c5f57cfc2e3fedb8x.htm,¥4.30            ,海马骑士 2013款 2.0L 手动经典型,武汉,"
                            新车指导价11.50万(含税)
                    ",5万公里
2014-04,https://www.guazi.com/wh/cd9516c344c2711dx.htm,¥10.00            ,雪佛兰迈锐宝 2013款 2.0L 自动豪华版,武汉,"
                            新车指导价19.70万(含税)
                    ",4.13万公里
2015-12,https://www.guazi.com/wh/463f1d8bbcc9664ex.htm,¥7.58            ,奇瑞艾瑞泽7e 2016款 1.6L e致享版,武汉,"
                            新车指导价20.90万(含税)
                    ",2.1万公里
2011-12,https://www.guazi.com/wh/d0c6c6dc098c97fbx.htm,¥2.30            ,长城C20R 2011款 1.5L 手动都市型,武汉,"
                            新车指导价6.80万(含税)
                    ",8.03万公里
2013-08,https://www.guazi.com/wh/dde04dec1d15571fx.htm,¥9.00            ,斯柯达昊锐 2012款 1.8TSI 手动优雅版,武汉,"
                            新车指导价21.30万(含税)
                    ",9.06万公里
2014-11,https://www.guazi.com/wh/588046ab933c0716x.htm,¥8.20            ,雪铁龙C4L 2014款 1.8L 智驱版 自动劲智型,武汉,"
                            新车指导价17.20万(含税)
                    ",4.96万公里
2013-07,https://www.guazi.com/wh/b0b1722efd9f6b99x.htm,¥7.00            ,菲亚特博悦 2011款 1.4T 自动时尚版(进口),武汉,"
                            新车指导价17.80万(含税)
                    ",5.2万公里
2015-04,https://www.guazi.com/wh/a9e38c765b1a5682x.htm,¥6.00            ,金旅海狮 2010款  5座  长轴中顶  手动标准版,武汉,"
                    ",6.35万公里
2013-03,https://www.guazi.com/wh/c624c1e7350a049fx.htm,¥6.00            ,大众桑塔纳 2013款 1.6L 自动舒适版,武汉,"
                            新车指导价12.40万(含税)
                    ",3.3万公里
2010-09,https://www.guazi.com/wh/a00743b7e075a7c8x.htm,¥3.20            ,起亚赛拉图 欧风 2008款 欧风 1.6 MT GL,武汉,"
                            新车指导价9.60万(含税)
                    ",6.12万公里
2014-06,https://www.guazi.com/wh/b06bf371b5cd830bx.htm,¥6.00            ,斯柯达明锐 2014款 1.6L 手动逸杰版,武汉,"
                            新车指导价13.70万(含税)
                    ",13万公里
2014-08,https://www.guazi.com/wh/47ee9b207cf0137dx.htm,¥4.80            ,长安逸动 2014款 1.6L 手动豪华型,武汉,"
                            新车指导价8.70万(含税)
                    ",2.48万公里
2015-02,https://www.guazi.com/wh/075a03eed401d1d9x.htm,¥9.30            ,斯柯达明锐 2015款 1.4TSI DSG逸俊版,武汉,"
                            新车指导价18.10万(含税)
                    ",5.81万公里
2012-09,https://www.guazi.com/wh/616d98d13d70fee7x.htm,¥9.28            ,起亚K5 2012款 2.0L 自动DLX特别版,武汉,"
                            新车指导价20.70万(含税)
                    ",5.2万公里
2013-09,https://www.guazi.com/wh/1ec9201f27703b51x.htm,¥5.20            ,雪佛兰科鲁兹 2012款 1.6L SL MT,武汉,"
                            新车指导价11.80万(含税)
                    ",4.8万公里
2014-11,https://www.guazi.com/wh/12c643cadf11b78ex.htm,¥7.68            ,福特福克斯 2012款 两厢 1.6L 自动风尚型,武汉,"
                            新车指导价15.60万(含税)
                    ",4.2万公里
2012-04,https://www.guazi.com/wh/1a2b71fdb1320614x.htm,¥8.58            ,大众高尔夫 2012款 1.4TSI 自动豪华型,武汉,"
                            新车指导价18.20万(含税)
                    ",5.67万公里
2014-09,https://www.guazi.com/wh/380a4d43823f99d0x.htm,¥6.20            ,标致308 2014款 乐享版 经典 1.6L 自动风尚型,武汉,"
                            新车指导价13.40万(含税)
                    ",7.92万公里
2013-09,https://www.guazi.com/wh/8bad596af4dc7901x.htm,¥6.80            ,福特福克斯 2012款 三厢 1.6L 自动舒适型,武汉,"
                            新车指导价14.20万(含税)
                    ",5.1万公里
2013-08,https://www.guazi.com/wh/7586278f3029e643x.htm,¥7.00            ,别克昂科拉 2013款 1.4T 手动两驱进取型,武汉,"
                            新车指导价16.30万(含税)
                    ",3.39万公里
2011-12,https://www.guazi.com/wh/d7fd06c53c1679eex.htm,¥4.90            ,大众宝来 2011款 1.4T 手动舒适型,武汉,"
                            新车指导价14.00万(含税)
                    ",3.73万公里
2014-11,https://www.guazi.com/wh/6653b3cee67e731ax.htm,¥5.70            ,标致308 2013款 1.6L 手动优尚型,武汉,"
                            新车指导价11.50万(含税)
                    ",1.9万公里
2013-04,https://www.guazi.com/wh/f2cd8d9a011ffac1x.htm,¥5.20            ,起亚秀尔 2012款 1.6L AT GL,武汉,"
                            新车指导价12.50万(含税)
                    ",9.53万公里
2014-05,https://www.guazi.com/wh/3e995ae60cc55ad6x.htm,¥4.65            ,起亚K2 2012款 三厢 1.4L MT GLS纪念版,武汉,"
                            新车指导价8.50万(含税)
                    ",4.7万公里
2013-09,https://www.guazi.com/wh/cff08774500c92c5x.htm,¥7.30            ,大众朗逸 2013款 1.6L 手动舒适版,武汉,"
                            新车指导价13.70万(含税)
                    ",3.3万公里
2011-10,https://www.guazi.com/wh/3474ada31e37f54cx.htm,¥3.90            ,铃木天语 SX4 2009款 三厢 1.6L 自动精英型,武汉,"
                            新车指导价11.80万(含税)
                    ",4.55万公里
2014-08,https://www.guazi.com/wh/93a22c90436225f0x.htm,¥5.30            ,雪铁龙世嘉 2013款 三厢 1.6L 手动品尚型,武汉,"
                            新车指导价11.70万(含税)
                    ",5.5万公里
2014-03,https://www.guazi.com/wh/eef526c724682f47x.htm,¥3.50            ,雪佛兰赛欧 2013款 三厢 1.4L 手动优逸幸福版,武汉,"
                            新车指导价7.60万(含税)
                    ",2.29万公里
2015-06,https://www.guazi.com/wh/6022932881a726ffx.htm,¥7.90            ,奔腾B70 2014款 2.0L 手动豪华型,武汉,"
                            新车指导价11.90万(含税)
                    ",0.85万公里
2009-10,https://www.guazi.com/wh/4bcecc04f4db70fax.htm,¥4.88            ,日产骊威 2008款 1.6L 自动炫能型,武汉,"
                            新车指导价11.60万(含税)
                    ",8.36万公里
2013-11,https://www.guazi.com/wh/e46569b7be92e755x.htm,¥6.30            ,菲亚特菲翔 2012款 1.4T 自动悦享版,武汉,"
                            新车指导价13.30万(含税)
                    ",4.18万公里
2013-12,https://www.guazi.com/wh/92cb8cad7f53e3ecx.htm,¥5.80            ,菲亚特菲翔 2014款 1.4T 手动劲享版,武汉,"
                            新车指导价13.50万(含税)
                    ",2.1万公里
2014-01,https://www.guazi.com/wh/620ca14b87f367f6x.htm,¥7.68            ,大众宝来 2013款 1.6L 自动时尚型,武汉,"
                            新车指导价13.00万(含税)
                    ",2.4万公里
2012-08,https://www.guazi.com/wh/4cb43e10b325b2dex.htm,¥3.30            ,雪佛兰爱唯欧 2011款 三厢 1.4L MT SL,武汉,"
                            新车指导价8.90万(含税)
                    ",6.15万公里
2014-06,https://www.guazi.com/wh/d4c8c130d3eadfa9x.htm,¥7.40            ,现代朗动 2013款 1.6L 自动尊贵型,武汉,"
                            新车指导价14.60万(含税)
                    ",6.5万公里
2015-07,https://www.guazi.com/wh/d9aa21e9d59cfb88x.htm,¥7.20            ,荣威550 2014款 550S 1.8L 自动智选版,武汉,"
                            新车指导价14.10万(含税)
                    ",1.2万公里
2014-10,https://www.guazi.com/wh/79b29e688bd577f8x.htm,¥8.60            ,传祺GS5 2014款 2.0L 自动两驱周年增值版,武汉,"
                            新车指导价17.00万(含税)
                    ",1.5万公里
2016-01,https://www.guazi.com/wh/3b17bbdd0f0afd02x.htm,¥3.20            ,长安商用长安之星9 2015款 1.5L基本型4G15S,武汉,"
                            新车指导价5.20万(含税)
                    ",3.68万公里
2010-12,https://www.guazi.com/wh/5c33d18ccfb0cd82x.htm,¥5.20            ,本田锋范经典 2008款 1.5L 手动精英版,武汉,"
                            新车指导价11.60万(含税)
                    ",9万公里
2014-06,https://www.guazi.com/wh/3b93e67eaec0eb2dx.htm,¥5.70            ,福特嘉年华 2013款 三厢 1.5L 自动时尚型,武汉,"
                            新车指导价10.70万(含税)
                    ",5万公里
2011-10,https://www.guazi.com/wh/b13f91408125ca13x.htm,¥1.30            ,五菱荣光 2012款 1.2L加长标准型LJY,武汉,"
                            新车指导价5.80万(含税)
                    ",11.69万公里
2015-06,https://www.guazi.com/wh/60773b9361d44ffax.htm,¥13.50            ,日产天籁 2015款 2.0L XL Upper欧冠科技版,武汉,"
                            新车指导价21.20万(含税)
                    ",8.2万公里
2016-03,https://www.guazi.com/wh/a2bc0a7ae9395f71x.htm,¥4.10            ,东风风行菱智 2016款 V3 1.5L 7座豪华型 国IV,武汉,"
                            新车指导价7.00万(含税)
                    ",6.57万公里
2011-06,https://www.guazi.com/wh/65436cb5793f3c1ax.htm,¥5.00            ,MG6 2012款 掀背 1.8L 自动驾值版,武汉,"
                            新车指导价15.10万(含税)
                    ",8.55万公里
2015-06,https://www.guazi.com/wh/24d903443457c5d5x.htm,¥15.00            ,日产奇骏 2014款 2.0L CVT舒适版 2WD,武汉,"
                            新车指导价21.40万(含税)
                    ",2.8万公里
2016-05,https://www.guazi.com/wh/f370a1af7dc5b4b9x.htm,¥13.99            ,福特蒙迪欧 2013款 1.5L GTDi180时尚型,武汉,"
                            新车指导价20.60万(含税)
                    ",3.46万公里
2013-04,https://www.guazi.com/wh/faadb015b24718dex.htm,¥1.60            ,长安悦翔V3 2012款 1.3L 手动舒适型 国IV,武汉,"
                            新车指导价5.00万(含税)
                    ",12.32万公里
2014-07,https://www.guazi.com/wh/41abd0e7df50082fx.htm,¥7.50            ,起亚K3 2013款 1.6L 自动GLS,武汉,"
                            新车指导价13.50万(含税)
                    ",8.44万公里
2017-06,https://www.guazi.com/wh/54b8a48e398c9a66x.htm,¥18.50            ,日产奇骏 2017款 2.0L CVT舒适版 2WD,武汉,"
                            新车指导价21.40万(含税)
                    ",0.24万公里
2017-08,https://www.guazi.com/wh/b6999459f32b3c87x.htm,¥24.48            ,讴歌CDX 2016款 1.5T 两驱尊享版,武汉,"
                            新车指导价28.20万(含税)
                    ",0.03万公里
2009-11,https://www.guazi.com/wh/6f478d791945011ax.htm,¥20.00            ,奥迪TT 2010款 TT 2.0TFSI典藏版(进口),武汉,"
                            新车指导价58.50万(含税)
                    ",5.9万公里
2011-08,https://www.guazi.com/wh/169969433a1a3537x.htm,¥7.00            ,丰田卡罗拉 2011款 1.6L 自动GL,武汉,"
                            新车指导价14.30万(含税)
                    ",6.56万公里
2010-09,https://www.guazi.com/wh/6b61b7a5a9d7848cx.htm,¥35.80            ,保时捷Cayman 2009款 Cayman 2.9L,武汉,"
                            新车指导价80.90万(含税)
                    ",3万公里
2016-12,https://www.guazi.com/wh/73f9b55c9cbe0c51x.htm,¥29.50            ,英菲尼迪Q70L 2015款 Q70L 2.5L 精英版(进口),武汉,"
                            新车指导价43.40万(含税)
                    ",1.9万公里
2016-03,https://www.guazi.com/wh/a76484d86c5852dex.htm,¥10.95            ,本田思域 2016款 1.8L 自动舒适版,武汉,"
                            新车指导价15.20万(含税)
                    ",1.34万公里
2017-03,https://www.guazi.com/wh/e0370c7914e21546x.htm,¥4.10            ,吉利远景 2017款 1.5L 手动幸福版,武汉,"
                            新车指导价6.40万(含税)
                    ",0.04万公里
2014-10,https://www.guazi.com/wh/f540bff02ee23b2ax.htm,¥34.00            ,Jeep牧马人 2013款 3.6L 两门版 Rubicon(进口),武汉,"
                            新车指导价53.20万(含税)
                    ",3.15万公里
2015-05,https://www.guazi.com/wh/bf1551f914ed7d68x.htm,¥16.00            ,本田思铂睿 2015款 2.4L 豪华版,武汉,"
                            新车指导价23.90万(含税)
                    ",3.01万公里
2016-12,https://www.guazi.com/wh/fb0303ccbfa3212fx.htm,¥21.00            ,大众途观 2016款 300TSI 自动两驱豪华版,武汉,"
                            新车指导价28.20万(含税)
                    ",0.54万公里
2017-05,https://www.guazi.com/wh/72c174808d655387x.htm,¥37.00            ,沃尔沃XC60 2017款 2.0T T5 智进升级版,武汉,"
                            新车指导价41.10万(含税)
                    ",0.6万公里
2014-09,https://www.guazi.com/wh/6d7ac5ff3617420dx.htm,¥36.00            ,宝马5系 2014款 525Li 豪华设计套装,武汉,"
                            新车指导价54.20万(含税)
                    ",4.7万公里
2014-05,https://www.guazi.com/wh/8adb40572c1d7d40x.htm,¥29.00            ,奥迪A5 2014款 Coupe 45 TFSI quattro(进口),武汉,"
                            新车指导价62.70万(含税)
                    ",6.26万公里
2016-06,https://www.guazi.com/wh/e593ae85a9e40ac6x.htm,¥22.50            ,Jeep自由光 2016款 2.4L 优越版,武汉,"
                            新车指导价29.90万(含税)
                    ",0.73万公里
2017-07,https://www.guazi.com/wh/5ffb83c78a32df4cx.htm,¥22.50            ,福特金牛座 2017款 EcoBoost 245 时尚型,武汉,"
                            新车指导价27.10万(含税)
                    ",0.6万公里
2015-05,https://www.guazi.com/wh/30fb6f2772ee9ef9x.htm,¥66.80            ,奥迪A8L 2014款 A8L 45 TFSI quattro豪华型(进口),武汉,"
                            新车指导价110.90万(含税)
                    ",4.33万公里
2015-11,https://www.guazi.com/wh/246657acddd06025x.htm,¥28.00            ,奔驰GLA级 2015款 GLA 220 4MATIC 豪华型,武汉,"
                            新车指导价38.00万(含税)
                    ",2.01万公里
2016-07,https://www.guazi.com/wh/c7a315a5e7b7fba7x.htm,¥13.20            ,雷诺科雷嘉 2016款 2.0L 两驱领先版,武汉,"
                            新车指导价19.00万(含税)
                    ",1.34万公里
2015-05,https://www.guazi.com/wh/ba19d0749d43a090x.htm,¥35.00            ,奥迪A6L 2014款 30 FSI 舒适型,武汉,"
                            新车指导价50.90万(含税)
                    ",3.89万公里
2013-09,https://www.guazi.com/wh/e7c9c0b6555e90cbx.htm,¥44.80            ,宝马X5 2013款 xDrive35i 豪华型(进口),武汉,"
                            新车指导价109.60万(含税)
                    ",10.8万公里
2016-09,https://www.guazi.com/wh/81914b8846e94dddx.htm,¥15.90            ,本田雅阁 2016款 2.0L 精英版,武汉,"
                            新车指导价20.60万(含税)
                    ",1.3万公里
2014-03,https://www.guazi.com/wh/7da53bf8175d062cx.htm,¥9.00            ,本田思域 2013款 十周年纪念 1.8L 自动舒适版,武汉,"
                            新车指导价15.20万(含税)
                    ",3.23万公里
2017-05,https://www.guazi.com/wh/f15bc2aa88bf3ec2x.htm,¥20.50            ,大众途观 2017款 300TSI 自动两驱丝绸之路舒适版,武汉,"
                            新车指导价25.80万(含税)
                    ",1.2万公里
2012-11,https://www.guazi.com/wh/b5ae35381e81f5e7x.htm,¥15.50            ,大众尚酷 2010款 2.0TSI 运动版(进口),武汉,"
                            新车指导价36.20万(含税)
                    ",6.34万公里
2016-08,https://www.guazi.com/wh/ad1653320a4c60b6x.htm,¥23.60            ,大众途观 2016款 2.0TSI 四驱标准型(进口),武汉,"
                            新车指导价35.70万(含税)
                    ",1.7万公里
2014-07,https://www.guazi.com/wh/230e22ed641d02d9x.htm,¥18.40            ,奥迪A4L 2013款 30 TFSI 自动舒适型,武汉,"
                            新车指导价31.60万(含税)
                    ",7.4万公里
2015-07,https://www.guazi.com/wh/aaef14539fff3793x.htm,¥39.80            ,宝马4系 2014款 420i 设计套装型(进口),武汉,"
                            新车指导价57.30万(含税)
                    ",2.46万公里
2012-09,https://www.guazi.com/wh/8d5b547eecee1009x.htm,¥15.00            ,本田歌诗图 2012款 2.4L 豪华版,武汉,"
                            新车指导价28.20万(含税)
                    ",3.16万公里
2013-06,https://www.guazi.com/wh/951c72af46744cc3x.htm,¥12.50            ,本田雅阁 2013款 2.0L LX,武汉,"
                            新车指导价20.60万(含税)
                    ",4万公里
2012-01,https://www.guazi.com/wh/261d39c1f3ee7eb0x.htm,¥12.50            ,本田CR-V 2010款 2.4L 自动四驱豪华版,武汉,"
                            新车指导价26.00万(含税)
                    ",7.1万公里
2014-01,https://www.guazi.com/wh/4fbb0bc8ba44bba7x.htm,¥35.00            ,宝马X3 2013款 改款 xDrive20i 豪华型(进口),武汉,"
                            新车指导价56.80万(含税)
                    ",7.9万公里
2016-11,https://www.guazi.com/wh/ffa28a71ccc87013x.htm,¥3.80            ,五菱宏光 2015款 1.5L S基本型,武汉,"
                            新车指导价5.00万(含税)
                    ",1万公里
2010-06,https://www.guazi.com/wh/7327c6ff79db54ecx.htm,¥13.80            ,宝马3系 2010款 325i 时尚型,武汉,"
                            新车指导价44.30万(含税)
                    ",12.51万公里
2012-05,https://www.guazi.com/wh/c91f3533b8c7f9cbx.htm,¥16.00            ,奥迪A4L 2012款 2.0 TFSI 自动舒适型,武汉,"
                            新车指导价35.80万(含税)
                    ",10.1万公里
2013-11,https://www.guazi.com/wh/404f196ffdc0d749x.htm,¥78.00            ,玛莎拉蒂总裁 2013款 3.0T 标准型,武汉,"
                            新车指导价154.30万(含税)
                    ",2.1万公里
2012-06,https://www.guazi.com/wh/24e832bd23d13cf2x.htm,¥15.00            ,本田CR-V 2012款 2.4L 四驱豪华版,武汉,"
                            新车指导价26.00万(含税)
                    ",8.94万公里
2011-01,https://www.guazi.com/wh/33a3abc877ba5d5dx.htm,¥10.50            ,本田CR-V 2007款 2.4L 自动四驱尊贵版,武汉,"
                            新车指导价27.40万(含税)
                    ",12.13万公里
2010-10,https://www.guazi.com/wh/b096d4fa6ff014b5x.htm,¥20.50            ,宝马5系 2011款 523Li 领先型,武汉,"
                            新车指导价48.80万(含税)
                    ",9.72万公里
2017-01,https://www.guazi.com/wh/d6d821d5e8f1ff3bx.htm,¥13.80            ,Jeep自由侠 2016款 1.4T 自动劲能版,武汉,"
                            新车指导价17.20万(含税)
                    ",0.68万公里
2016-07,https://www.guazi.com/wh/8a990730d6fcfd3fx.htm,¥19.00            ,MINI 2016款 1.5T COOPER,武汉,"
                            新车指导价27.70万(含税)
                    ",0.63万公里
2013-11,https://www.guazi.com/wh/ed8629348120993fx.htm,¥13.00            ,Jeep指南者 2014款 改款 2.0L 两驱进取版(进口),武汉,"
                            新车指导价24.10万(含税)
                    ",5.11万公里
2015-02,https://www.guazi.com/wh/7f8b1ace720922b8x.htm,¥22.50            ,凯迪拉克XTS 2014款 28T 舒适型,武汉,"
                            新车指导价38.00万(含税)
                    ",3.9万公里
2016-01,https://www.guazi.com/wh/cb8b25b0bc28e5b1x.htm,¥17.00            ,斯柯达Yeti 2016款 1.8TSI DSG尊行版,武汉,"
                            新车指导价22.80万(含税)
                    ",2.3万公里
2013-11,https://www.guazi.com/wh/96f909d5869de8ebx.htm,¥55.00            ,宝马7系 2013款 740Li 领先型(进口),武汉,"
                            新车指导价132.80万(含税)
                    ",9.3万公里
2016-12,https://www.guazi.com/wh/75272e6f75349c57x.htm,¥10.30            ,东风风神AX7 2016款 2.0L 自动智逸型,武汉,"
                            新车指导价14.10万(含税)
                    ",0.57万公里
2015-06,https://www.guazi.com/wh/1a3ec37753e77438x.htm,¥18.20            ,日产奇骏 2014款 2.5L CVT豪华版 4WD,武汉,"
                            新车指导价25.90万(含税)
                    ",3.77万公里
2014-03,https://www.guazi.com/wh/3e95517394b8210ex.htm,¥31.00            ,奥迪A6L 2014款 30 FSI 舒适型,武汉,"
                            新车指导价50.90万(含税)
                    ",5.35万公里
